#  T   alpha   e   m(norm)    m(1)   free_ener   convergence
0.15	0.5	0.49726955481688356	0.0	0.0	-1.354969688307749	true
0.15	0.505	0.49743973454929374	6.529204110656601e-13	-6.528031901660073e-13	-1.3551761699773561	true
0.15	0.51	0.4979495039961319	3.597122057041092e-12	-3.5972382656750988e-12	-1.35579517808312	true
0.15	0.515	0.4987965640387159	1.73309245153682e-11	-1.733126814655803e-11	-1.3568254052929096	true
0.15	0.52	0.49997711635320746	6.095991411003773e-11	-6.096002636866405e-11	-1.3582646839330177	true
0.15	0.525	0.5014859129084837	1.5414788467870864e-10	-1.5414886925217288e-10	-1.3601100026556932	true
0.15	0.53	0.5033163236631721	3.500981833760291e-10	-3.500982893884846e-10	-1.362357529469996	true
0.15	0.535	0.50546042092218	1.1539655415699206e-9	-1.153965950234521e-9	-1.365002640834559	true
0.15	0.54	0.5121364203803344	0.4120556312912632	-0.4120556312912628	-1.3682440126169813	true
0.15	0.545	0.5255130808554513	0.7242875272464143	-0.7242875272464143	-1.3744718566343233	true
0.15	0.55	0.5359454968152694	0.8437582714757107	-0.8437582714757106	-1.3830755529449006	true
0.15	0.555	0.5446226387180356	0.9045797355940857	-0.9045797355940857	-1.3930713679592488	true
0.15	0.56	0.5521882207241156	0.939060957774682	-0.939060957774682	-1.4039202604832224	true
0.15	0.565	0.5590189180403324	0.9598619119271797	-0.9598619119271797	-1.4153095629800703	true
0.15	0.57	0.565348134313308	0.9729407902139083	-0.9729407902139083	-1.427050019436517	true
0.15	0.575	0.5713268956873083	0.9814129318024359	-0.9814129318024359	-1.439023252292395	true
0.15	0.58	0.5770562347907816	0.9870258211358098	-0.9870258211358098	-1.4511532825307907	true
0.15	0.585	0.5826055140595388	0.990810628100388	-0.990810628100388	-1.4633903289918448	true
0.15	0.59	0.5880233300576462	0.9933995593967093	-0.9933995593967093	-1.4757012273318373	true
0.15	0.595	0.5933442791150821	0.9951919129049447	-0.9951919129049447	-1.48806358037646	true
0.15	0.6	0.5985933036764653	0.9964458946219185	-0.9964458946219183	-1.500462091225067	true
0.15	0.605	0.6037885669691425	0.9973316653017609	-0.9973316653017609	-1.5128862135662084	true
0.15	0.61	0.6089434012350804	0.9979631010430471	-0.9979631010430471	-1.5253286180937686	true
0.15	0.615	0.6140676552427248	0.9984173771932978	-0.9984173771932978	-1.5377841759995383	true
0.15	0.62	0.6191686421820388	0.9987473435499679	-0.9987473435499679	-1.5502492763948377	true
0.15	0.625	0.624251815792836	0.9989895065383867	-0.9989895065383867	-1.5627213629255534	true
0.15	0.63	0.6293212581483423	0.9991692674770658	-0.9991692674770658	-1.5751986162813778	true
0.15	0.635	0.6343800347988507	0.9993044105151153	-0.9993044105151152	-1.587679734969573	true
0.15	0.64	0.6394304552397774	0.9994074537412448	-0.9994074537412448	-1.6001637829445388	true
0.15	0.645	0.6444742650447802	0.9994872504475237	-0.9994872504475237	-1.6126500831157915	true
0.15	0.65	0.6495127882250922	0.999550089228853	-0.999550089228853	-1.625138142569169	true
0.15	0.655	0.6545470330684116	0.9996004553304428	-0.9996004553304428	-1.6376275998453471	true
0.15	0.66	0.6595777710264412	0.9996415608148329	-0.9996415608148329	-1.6501181876401674	true
0.15	0.665	0.6646055956237433	0.9996757156690448	-0.9996757156690448	-1.6626097063352216	true
0.15	0.67	0.6696309665065449	0.9997045887146616	-0.9997045887146616	-1.6751020051627825	true
0.15	0.675	0.6746542424113171	0.9997293917259347	-0.9997293917259347	-1.687594968769471	true
0.15	0.68	0.6796757058570794	0.9997510097701447	-0.9997510097701447	-1.7000885076081476	true
0.15	0.685	0.6846955816486423	0.9997700937302891	-0.9997700937302891	-1.7125825510507908	true
0.15	0.69	0.6897140507483605	0.9997871261401325	-0.9997871261401325	-1.7250770424394195	true
0.15	0.695	0.6947312606807399	0.9998024681300984	-0.9998024681300984	-1.7375719355199304	true
0.15	0.7	0.6997473333412497	0.9998163929699974	-0.9998163929699974	-1.750067191864458	true
0.15	0.705	0.7047623708618186	0.9998291100808193	-0.9998291100808193	-1.7625627790015	true
0.15	0.71	0.7097764600217313	0.9998407822565095	-0.9998407822565095	-1.7750586690536294	true
0.15	0.715	0.7147896755699212	0.999851538040505	-0.999851538040505	-1.7875548377398591	true
0.15	0.72	0.71980208273271	0.9998614806397013	-0.9998614806397013	-1.8000512636404782	true
0.15	0.725	0.7248137391120891	0.9998706943605715	-0.9998706943605715	-1.812547927651218	true
0.15	0.73	0.7298246961279568	0.9998792492697776	-0.9998792492697776	-1.8250448125743328	true
0.15	0.735	0.7348350001190064	0.9998872045808427	-0.9998872045808427	-1.8375419028090023	true
0.15	0.74	0.7398446931879653	0.9998946111254856	-0.9998946111254856	-1.8500391841140185	true
0.15	0.745	0.7448538138551767	0.9999015131662627	-0.9999015131662627	-1.8625366434233743	true
0.15	0.75	0.7498623975683038	0.9999079497343641	-0.9999079497343641	-1.8750342687007113	true
0.15	0.755	0.7548704771037937	0.9999139556243928	-0.9999139556243928	-1.8875320488225684	true
0.15	0.76	0.7598780828867039	0.9999195621407414	-0.9999195621407414	-1.9000299734830983	true
0.15	0.765	0.7648852432487271	0.9999247976635366	-0.9999247976635367	-1.9125280331149783	true
0.15	0.77	0.7698919846392227	0.999929688083044	-0.999929688083044	-1.9250262188226417	true
0.15	0.775	0.774898331800314	0.9999342571377321	-0.9999342571377321	-1.937524522325041	true
0.15	0.78	0.779904307914309	0.9999385266813925	-0.9999385266813925	-1.950022935905861	true
